sum,OBJECTID,admin0Name,Shape_Leng,admin1Pcod,admin2Pcod,admin0Pcod,admin2Name,admin1Name,Shape_Area,Shape_Le_1,system:index
126207.80231961643,1036,Chad,1.56287229918,TD09,TD0902,TD,Kouh Est,Logone Oriental,0.126696000757,1.56287229918,00000000000000000002
326923.01006094983,1039,Chad,4.66970731518,TD09,TD0906,TD,Monts de Lam,Logone Oriental,0.827245144297,4.66970731518,00000000000000000003
186550.4638393271,1075,Chad,2.66083350709,TD09,TD0904,TD,La nya,Logone Oriental,0.232626997176,2.66083350709,00000000000000000009
201991.07735381217,1085,Chad,2.18518023432,TD09,TD0901,TD,La Pende,Logone Oriental,0.205818027607,2.18518023432,0000000000000000000b
179627.16002538157,1058,Chad,1.79870688863,TD10,TD1003,TD,Mandoul Occidental,Mandoul,0.157095301555,1.79870688863,00000000000000000005
261763.28585656112,1063,Chad,3.85456568374,TD10,TD1002,TD,Barh Sara,Mandoul,0.7004765402,3.85456568374,00000000000000000006
307784.5476409052,1138,Chad,3.70922839545,TD10,TD1001,TD,Mandoul Oriental,Mandoul,0.575976866195,3.70922839545,0000000000000000000e
272186.1942936188,1166,Chad,2.18841877285,TD11,TD1102,TD,La Kabbia,Mayo Kebbi Est,0.262369467541,2.18841877285,00000000000000000011
271432.05403214233,1176,Chad,2.76402872049,TD11,TD1104,TD,Mont Illi,Mayo Kebbi Est,0.240931499141,2.76402872049,00000000000000000013
281080.529770939,1254,Chad,4.29018167259,TD11,TD1101,TD,Mayo Boneye,Mayo Kebbi Est,0.701744975002,4.29018167259,0000000000000000001a
97747.33010850608,1296,Chad,3.20836901006,TD11,TD1103,TD,Mayo Lemye,Mayo Kebbi Est,0.28949908893,3.20836901006,00000000000000000020
389155.52640289045,1145,Chad,4.04828818222,TD12,TD1201,TD,Mayo Dallah,Mayo-Kebbi Ouest,0.662377447857,4.04828818222,0000000000000000000f
210154.31742005423,1167,Chad,2.22890924202,TD12,TD1202,TD,Lac Lere,Mayo-Kebbi Ouest,0.234656346088,2.22890924202,00000000000000000012
62080.79990158083,1178,Chad,1.51424506652,TD12,TD1203,TD,Mayo-Binder,Mayo-Kebbi Ouest,0.122929463099,1.51424506652,00000000000000000014
128253.69732123356,1053,Chad,3.11881470145,TD13,TD1302,TD,Grande Sido,Moyen-Chari,0.451343699808,3.11881470145,00000000000000000004
354160.37780970405,1219,Chad,7.85309023018,TD13,TD1301,TD,Bahr Koh,Moyen-Chari,1.42265881354,7.85309023018,00000000000000000017
208833.4690176833,1227,Chad,6.1264363848,TD13,TD1303,TD,Lac Iro,Moyen-Chari,1.45423884341,6.1264363848,00000000000000000018
149521.96033851212,1595,Chad,2.5568863042,TD14,TD1402,TD,Abdi,Ouaddai,0.319338630171,2.5568863042,00000000000000000053
385819.2286017231,1682,Chad,4.28258799985,TD14,TD1403,TD,Assoungha,Ouaddai,0.674826380209,4.28258799985,00000000000000000067
465244.5052184461,1693,Chad,4.97833357059,TD14,TD1401,TD,Ouara,Ouaddai,1.49005536736,4.97833357059,0000000000000000006e
65199.04432574253,1352,Chad,9.74010300679,TD15,TD1503,TD,Haraze Mangueigne,Salamat,2.464012178,9.74010300679,00000000000000000025
219034.19920431398,1408,Chad,6.94379673149,TD15,TD1501,TD,Bahr Azoum,Salamat,2.20794777616,6.94379673149,0000000000000000002f
76860.97166103851,1421,Chad,4.48144421536,TD15,TD1502,TD,Aboudeia,Salamat,0.945419274426,4.48144421536,00000000000000000032
80736.62769398223,1126,Chad,1.35159618805,TD16,TD1603,TD,Tandjile Centre,Tandjile,0.101381376916,1.35159618805,0000000000000000000d
364274.545594986,1148,Chad,2.45225649238,TD16,TD1602,TD,Tandjile Ouest,Tandjile,0.313782040893,2.45225649238,00000000000000000010
281025.2289881183,1205,Chad,5.07694262368,TD16,TD1601,TD,Tandjile Est,Tandjile,1.02832114434,5.07694262368,00000000000000000016
307360.9460986286,1715,Chad,3.76495469751,TD17,TD1702,TD,Dar Tama,Wadi Fira,0.797942868936,3.76495469751,00000000000000000078
286356.67826318747,1738,Chad,7.5858806189,TD17,TD1701,TD,Biltine,Wadi Fira,1.97845151281,7.5858806189,00000000000000000087
80593.8060081706,1740,Chad,3.92322416356,TD17,TD1704,TD,Megri,Wadi Fira,0.639727265886,3.92322416356,00000000000000000089
191208.620652885,1741,Chad,4.18217585199,TD17,TD1703,TD,Iriba,Wadi Fira,0.922833151582,4.18217585199,0000000000000000008a
1286287.971872437,1437,Chad,0.87088214064,TD18,TD1801,TD,N'Djamena,N'Djamena,0.0352837681585,0.87088214064,00000000000000000034
86129.00685936608,1666,Chad,2.66614374487,TD19,TD1903,TD,Barh-El-Gazel Ouest,Barh-El-Gazel,0.398450275204,2.66614374487,00000000000000000060
195132.51947546192,1688,Chad,5.23340554381,TD19,TD1901,TD,Barh-El-Gazel Sud,Barh-El-Gazel,0.838935697101,5.23340554381,0000000000000000006b
87818.95600043092,1743,Chad,6.82205084866,TD19,TD1902,TD,Barh-El-Gazel Nord,Barh-El-Gazel,2.98871941032,6.82205084866,0000000000000000008b
99438.64103821774,1758,Chad,5.94080360628,TD20,TD2002,TD,Wadi Hawar,Ennedi-Est,0.905300172106,5.94080360628,00000000000000000097
148300.66550290724,1796,Chad,10.8346482798,TD20,TD2001,TD,Am-Djarass,Ennedi-Est,6.19957634355,10.8346482798,000000000000000000bb
422722.89570302406,1551,Chad,7.5677757347,TD21,TD2101,TD,Kimiti,Sila,1.74682588789,7.5677757347,00000000000000000047
113726.66424093246,1575,Chad,5.2939845367,TD21,TD2102,TD,Djourf Al Ahmar,Sila,1.22309193599,5.2939845367,0000000000000000004f
28826.19559641071,1805,Chad,15.8649235489,TD22,TD2201,TD,Tibesti Est,Tibesti,10.8166356161,15.8649235489,000000000000000000c4
